,nct_id,version_date,document_type,document_date,upload_date,no_sap
7066,NCT03164629,2019-04-28,Study Protocol and Statistical Analysis Plan,"February 20, 2018",04/24/2019 11:54,
7067,NCT03192137,2020-07-01,Study Protocol,"May 25, 2017",06/30/2020 11:25,
7068,NCT03192137,2020-07-01,Statistical Analysis Plan,"December 27, 2017",06/30/2020 11:26,
7069,NCT03194698,2019-12-14,Study Protocol and Statistical Analysis Plan,"April 28, 2017",11/19/2019 14:13,
7070,NCT03196505,2020-11-03,Study Protocol and Statistical Analysis Plan,"December 5, 2017",11/02/2020 18:43,
7071,NCT03201419,2020-10-28,Study Protocol,"July 5, 2018",10/28/2020 06:52,
7072,NCT03201419,2020-10-28,Statistical Analysis Plan,"December 12, 2019",10/28/2020 06:54,
7073,NCT03208166,2019-09-13,Study Protocol and Statistical Analysis Plan,"February 6, 2017",05/23/2019 16:35,
7074,NCT03210155,2020-07-15,Study Protocol,"July 1, 2020",07/12/2020 14:11,No Statistical Analysis Plan (SAP) exists for this study.
7075,NCT03216902,2020-08-21,Study Protocol,"June 16, 2017",07/28/2020 18:47,
7076,NCT03216902,2020-08-21,Statistical Analysis Plan,"March 27, 2018",07/29/2020 13:42,
7077,NCT03228823,2019-06-10,Informed Consent Form,"June 28, 2017",07/18/2017 19:42,
7078,NCT03228823,2019-06-10,Study Protocol and Statistical Analysis Plan,"April 22, 2019",06/05/2019 11:18,
7079,NCT03229486,2020-02-20,Study Protocol and Statistical Analysis Plan,"July 11, 2017",02/19/2020 22:33,
7080,NCT03235739,2018-01-15,Study Protocol,"March 19, 2017",07/18/2017 15:41,
7081,NCT03235739,2018-01-15,Informed Consent Form,"May 23, 2017",07/18/2017 15:47,
7082,NCT03241810,2020-07-20,Study Protocol,"April 28, 2017",04/29/2020 12:50,
7083,NCT03241810,2020-07-20,Statistical Analysis Plan,"January 29, 2016",04/29/2020 12:59,
7084,NCT03245762,2019-06-06,Study Protocol and Statistical Analysis Plan,"August 17, 2017",01/02/2019 15:33,
7085,NCT03252145,2020-11-13,Informed Consent Form,"December 10, 2018",11/05/2020 17:07,
7086,NCT03252145,2020-11-13,Study Protocol and Statistical Analysis Plan,"March 13, 2018",11/05/2020 17:36,
7087,NCT03257202,2019-10-25,Study Protocol and Statistical Analysis Plan,"July 2, 2017",07/12/2019 18:23,
7088,NCT03266107,2020-11-02,Study Protocol and Statistical Analysis Plan,"November 15, 2018",11/02/2020 19:56,
7089,NCT03270085,2020-04-14,Study Protocol and Statistical Analysis Plan,"October 15, 2018",03/19/2020 11:25,
7090,NCT03274856,2020-03-09,Study Protocol,"June 27, 2018",03/02/2020 15:19,
7091,NCT03274856,2020-03-09,Statistical Analysis Plan,"March 19, 2019",03/03/2020 09:41,
7092,NCT03277846,2019-10-04,Study Protocol and Statistical Analysis Plan,"January 10, 2017",08/19/2019 13:30,
7093,NCT03357614,2020-11-05,Study Protocol,"June 4, 2018",10/12/2020 10:22,
7094,NCT03357614,2020-11-05,Statistical Analysis Plan,"February 11, 2020",10/19/2020 09:52,
7095,NCT03358329,2019-11-26,Study Protocol,"October 12, 2017",09/24/2019 13:18,
7096,NCT03358329,2019-11-26,Statistical Analysis Plan,"May 30, 2018",09/24/2019 13:18,
7097,NCT03364114,2018-02-27,Study Protocol and Statistical Analysis Plan,"October 10, 2017",11/29/2017 09:01,
7098,NCT03389854,2018-04-28,Study Protocol and Statistical Analysis Plan,"April 9, 2018",04/27/2018 10:27,
7099,NCT03399370,2020-07-01,Study Protocol,"January 31, 2019",07/01/2020 10:45,
7100,NCT03399370,2020-07-01,Statistical Analysis Plan,"September 13, 2019",07/01/2020 10:46,
7101,NCT03404843,2018-05-21,Study Protocol,"May 19, 2018",05/19/2018 19:39,
7102,NCT03404843,2018-05-21,Statistical Analysis Plan,"May 19, 2018",05/19/2018 19:40,
7103,NCT03408080,2018-01-22,Study Protocol,"September 1, 2017",12/21/2017 12:23,
7104,NCT03418324,2018-04-10,Study Protocol and Statistical Analysis Plan,"August 24, 2017",01/23/2018 11:41,
7105,NCT03430206,2020-07-16,Study Protocol,"January 9, 2018",07/09/2020 15:51,
7106,NCT03430206,2020-07-16,Statistical Analysis Plan,"July 9, 2020",07/15/2020 19:58,
7107,NCT03431441,2019-03-04,Study Protocol and Statistical Analysis Plan,"January 8, 2018",02/07/2019 04:29,
7108,NCT03433677,2019-10-07,Study Protocol,"January 12, 2018",08/19/2019 10:52,
7109,NCT03433677,2019-10-07,Statistical Analysis Plan,"August 29, 2018",08/19/2019 10:59,
7110,NCT03437733,2020-01-29,Study Protocol,"July 20, 2018",01/29/2020 05:38,
7111,NCT03437733,2020-01-29,Statistical Analysis Plan,"October 2, 2018",01/29/2020 05:38,
7112,NCT03443713,2020-02-11,Study Protocol and Statistical Analysis Plan,"April 18, 2019",02/11/2020 09:16,
7113,NCT03448536,2019-10-25,Study Protocol,"April 16, 2018",08/14/2019 01:53,
7114,NCT03448536,2019-10-25,Statistical Analysis Plan,"December 7, 2018",08/14/2019 01:53,
7115,NCT03466099,2020-10-08,Study Protocol,"April 9, 2018",10/08/2020 04:49,
7116,NCT03466099,2020-10-08,Statistical Analysis Plan,"November 7, 2019",10/08/2020 04:50,
7117,NCT03471832,2020-01-14,Study Protocol and Statistical Analysis Plan,"October 26, 2017",07/23/2019 09:11,
7118,NCT03480009,2020-06-30,Study Protocol and Statistical Analysis Plan,"January 17, 2019",06/17/2020 18:27,
7119,NCT03489863,2020-08-07,Study Protocol and Statistical Analysis Plan,"January 25, 2018",08/06/2020 17:17,
7120,NCT03490916,2019-04-18,Study Protocol and Statistical Analysis Plan,"March 14, 2018",04/16/2019 09:55,
7121,NCT03505372,2020-01-30,Study Protocol and Statistical Analysis Plan,"December 9, 2019",12/10/2019 08:55,
7122,NCT03512275,2020-02-13,Study Protocol and Statistical Analysis Plan,"October 3, 2018",05/02/2019 13:56,
7123,NCT03518125,2020-05-18,Statistical Analysis Plan,"April 11, 2019",05/18/2020 10:36,
7124,NCT03518125,2020-05-18,Study Protocol,"April 16, 2018",05/18/2020 10:37,
7125,NCT03521089,2020-03-16,Study Protocol and Statistical Analysis Plan,"July 19, 2017",02/20/2020 09:23,
7126,NCT03526874,2019-10-17,Informed Consent Form,"October 4, 2018",10/16/2019 15:54,
7127,NCT03546842,2020-01-15,Study Protocol and Statistical Analysis Plan,"December 19, 2017",01/15/2020 16:33,
7128,NCT03556579,2019-10-29,Study Protocol and Statistical Analysis Plan,"June 7, 2018",09/17/2019 07:31,
7129,NCT03559062,2020-02-04,Study Protocol,"November 17, 2017",11/28/2019 08:39,
7130,NCT03559062,2020-02-04,Statistical Analysis Plan,"October 31, 2018",11/28/2019 08:41,
7131,NCT03564886,2020-07-24,Study Protocol,"April 3, 2019",07/24/2020 13:34,No Statistical Analysis Plan (SAP) exists for this study.
7132,NCT03573323,2020-07-10,Study Protocol,"December 7, 2018",06/10/2020 16:53,
7133,NCT03573323,2020-07-10,Statistical Analysis Plan,"July 31, 2019",06/10/2020 16:54,
7134,NCT03583450,2020-04-07,Study Protocol and Statistical Analysis Plan,"August 22, 2018",04/07/2020 16:31,
7135,NCT03593902,2020-08-10,Statistical Analysis Plan,"October 9, 2019",07/07/2020 13:12,
7136,NCT03593902,2020-08-10,Study Protocol,"October 9, 2019",08/10/2020 17:15,
7137,NCT03614156,2020-07-10,Study Protocol,"May 2, 2018",07/10/2020 17:59,
7138,NCT03614156,2020-07-10,Statistical Analysis Plan,"August 26, 2019",07/10/2020 17:59,
7139,NCT03615066,2020-12-10,Study Protocol,"August 27, 2019",10/30/2020 14:03,
7140,NCT03615066,2020-12-10,Statistical Analysis Plan,"October 31, 2019",10/30/2020 14:05,
7141,NCT03632083,2020-07-13,Study Protocol and Statistical Analysis Plan,"June 18, 2018",01/21/2020 12:18,
7142,NCT03635775,2018-08-15,Informed Consent Form,"April 30, 2018",06/28/2018 12:08,
7143,NCT03635775,2018-08-15,Study Protocol and Statistical Analysis Plan,"April 30, 2018",07/31/2018 09:53,
7144,NCT03635957,2020-10-23,Study Protocol,"April 1, 2020",10/22/2020 11:55,
7145,NCT03635957,2020-10-23,Statistical Analysis Plan,"July 10, 2020",10/22/2020 12:20,
7146,NCT03639311,2020-11-20,Study Protocol,"May 19, 2020",11/20/2020 14:51,
7147,NCT03639311,2020-11-20,Statistical Analysis Plan,"January 31, 2020",11/20/2020 14:53,
7148,NCT03648853,2020-04-18,Study Protocol and Statistical Analysis Plan,"April 18, 2020",04/18/2020 17:26,
7149,NCT03653416,2020-09-11,Study Protocol and Statistical Analysis Plan,"July 22, 2017",08/13/2020 17:27,
7150,NCT03689920,2020-11-04,Study Protocol and Statistical Analysis Plan,"January 31, 2020",11/04/2020 20:05,
7151,NCT03695913,2020-02-10,Study Protocol,"March 21, 2019",01/31/2020 09:42,No Statistical Analysis Plan (SAP) exists for this study.
7152,NCT03701061,2020-02-28,Informed Consent Form,"September 19, 2018",01/29/2020 15:43,
7153,NCT03701061,2020-02-28,Study Protocol and Statistical Analysis Plan,"September 11, 2018",02/04/2020 10:32,
7154,NCT03759587,2020-03-01,Study Protocol,"January 18, 2019",03/01/2020 22:24,
7155,NCT03759587,2020-03-01,Statistical Analysis Plan,"June 3, 2019",03/01/2020 22:24,
7156,NCT03760640,2020-10-02,Study Protocol,"April 13, 2019",06/26/2020 07:08,
7157,NCT03760640,2020-10-02,Statistical Analysis Plan,"October 29, 2019",06/26/2020 07:09,
7158,NCT03769207,2020-09-25,Study Protocol and Statistical Analysis Plan,"November 13, 2018",09/24/2020 12:54,
7159,NCT03774407,2019-08-21,Informed Consent Form,"May 6, 2019",08/21/2019 09:32,
7160,NCT03799484,2020-06-01,Study Protocol and Statistical Analysis Plan,"November 30, 2018",05/28/2020 19:32,
7161,NCT03830307,2020-01-13,Study Protocol,"February 1, 2019",01/10/2020 11:44,No Statistical Analysis Plan (SAP) exists for this study.
7162,NCT03840278,2019-11-27,Study Protocol and Statistical Analysis Plan,"February 21, 2019",10/10/2019 15:42,
7163,NCT03844945,2020-09-23,Study Protocol,"December 6, 2018",09/21/2020 10:37,
7164,NCT03844945,2020-09-23,Statistical Analysis Plan,"June 16, 2020",09/21/2020 10:38,
7165,NCT03858894,2020-07-20,Study Protocol,"November 13, 2018",06/03/2020 12:43,
7166,NCT03858894,2020-07-20,Statistical Analysis Plan,"July 11, 2019",06/03/2020 12:44,
7167,NCT03870737,2019-04-03,Informed Consent Form,"April 28, 2015",03/08/2019 15:41,
7168,NCT03870737,2019-04-03,Study Protocol and Statistical Analysis Plan,"May 30, 2018",04/03/2019 12:26,
7169,NCT03877640,2019-03-13,Informed Consent Form,"January 3, 2019",02/07/2019 13:45,
7170,NCT03885726,2020-09-02,Study Protocol and Statistical Analysis Plan,"January 30, 2019",09/02/2020 20:53,
7171,NCT03895840,2019-03-27,Study Protocol and Statistical Analysis Plan,"October 1, 2018",03/24/2019 12:30,
7172,NCT03897179,2020-03-13,Study Protocol and Statistical Analysis Plan,"December 18, 2018",03/13/2020 18:20,
7173,NCT03936608,2020-11-11,Study Protocol and Statistical Analysis Plan,"February 13, 2019",10/22/2020 16:52,
7174,NCT03937479,2020-10-05,Statistical Analysis Plan,"December 5, 2019",08/21/2020 01:38,
7175,NCT03937479,2020-10-05,Study Protocol,"July 22, 2019",08/21/2020 03:25,
7176,NCT04002791,2020-10-22,Study Protocol and Statistical Analysis Plan,"March 1, 2019",10/22/2020 21:38,
7177,NCT04168944,2019-11-17,Study Protocol and Statistical Analysis Plan,"November 16, 2019",11/17/2019 07:00,
7178,NCT04168944,2019-11-17,Informed Consent Form,"November 16, 2019",11/17/2019 07:05,
7179,NCT04184271,2020-07-31,Statistical Analysis Plan,"July 30, 2020",07/31/2020 00:42,
7180,NCT04184271,2020-07-31,Study Protocol,"November 8, 2016",07/31/2020 00:43,
7181,NCT04292301,2021-01-11,Informed Consent Form,"January 13, 2020",02/24/2020 12:14,
7182,NCT04292301,2021-01-11,Study Protocol and Statistical Analysis Plan,"November 16, 2020",01/11/2021 14:07,
7183,NCT04308668,2020-06-24,Study Protocol and Statistical Analysis Plan,"April 24, 2020",06/02/2020 09:49,
7184,NCT04308668,2020-06-24,Informed Consent Form,"April 24, 2020",06/02/2020 14:13,
7185,NCT04349410,2020-11-10,Study Protocol and Statistical Analysis Plan: Study Protocol with Statistical Analysis,"April 15, 2020",09/23/2020 20:11,
7186,NCT04349410,2020-11-10,Informed Consent Form,"April 15, 2020",09/25/2020 18:39,
7187,NCT04436718,2020-06-15,Study Protocol,"May 8, 2019",06/15/2020 04:41,
7188,NCT04436718,2020-06-15,Informed Consent Form,"June 5, 2019",06/15/2020 04:41,
7189,NCT04446585,2020-06-23,Study Protocol and Statistical Analysis Plan,"June 2, 2020",06/02/2020 04:28,
7190,NCT04481048,2021-01-06,Study Protocol and Statistical Analysis Plan,"December 8, 2020",12/31/2020 15:38,
7191,NCT04481048,2021-01-06,Informed Consent Form,"December 11, 2020",12/31/2020 15:44,
7192,NCT04541563,2020-09-01,Study Protocol,"August 16, 2020",09/01/2020 08:39,
7193,NCT04541563,2020-09-01,Informed Consent Form,"August 9, 2020",09/01/2020 08:40,
7194,NCT04555525,2020-09-14,Study Protocol and Statistical Analysis Plan,"February 19, 2019",04/25/2019 13:28,
7195,NCT04581356,2020-10-02,Study Protocol,"June 5, 2020",08/10/2020 19:38,
7196,NCT04581356,2020-10-02,Informed Consent Form,"July 23, 2020",08/10/2020 19:38,
7197,NCT04582877,2020-10-07,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","October 7, 2020",10/07/2020 15:30,
7198,NCT04612582,2020-10-27,Study Protocol,"August 9, 2019",05/09/2020 20:44,
7199,NCT04688346,2020-12-23,Study Protocol and Statistical Analysis Plan,"December 23, 2020",12/23/2020 10:04,
7200,NCT00217594,2018-08-23,Study Protocol and Statistical Analysis Plan,"April 26, 2018",08/16/2018 10:35,
7201,NCT00338728,2020-01-14,Study Protocol and Statistical Analysis Plan,"August 7, 2009",09/23/2019 15:35,
7202,NCT00392327,2020-07-24,Study Protocol and Statistical Analysis Plan,"April 11, 2018",05/29/2020 10:17,
7203,NCT00515411,2019-11-25,Study Protocol and Statistical Analysis Plan,"August 3, 2015",09/16/2019 14:46,
7204,NCT00654732,2020-02-17,Study Protocol and Statistical Analysis Plan,"December 17, 2012",02/03/2020 14:51,
7205,NCT00701701,2020-09-17,Study Protocol,"October 1, 2009",08/27/2020 16:23,
7206,NCT00701701,2020-09-17,Statistical Analysis Plan,"January 23, 2012",08/27/2020 23:58,
7207,NCT00761774,2018-03-20,Study Protocol,"March 25, 2015",02/16/2018 03:19,
7208,NCT00761774,2018-03-20,Statistical Analysis Plan,"June 24, 2016",02/16/2018 03:21,
7209,NCT00777491,2019-08-01,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","December 18, 2014",07/01/2019 15:41,
7210,NCT00810797,2020-09-02,Study Protocol and Statistical Analysis Plan,"October 25, 2013",09/02/2020 19:59,
7211,NCT00824993,2018-04-10,Study Protocol and Statistical Analysis Plan,"March 8, 2010",03/06/2018 14:45,
7212,NCT00835770,2020-12-07,Study Protocol,"February 12, 2018",10/20/2020 07:16,
7213,NCT00835770,2020-12-07,Statistical Analysis Plan,"June 14, 2019",10/20/2020 07:16,
7214,NCT00902577,2019-03-14,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","January 24, 2012",12/18/2018 16:41,
7215,NCT00915005,2020-05-07,Study Protocol,"February 19, 2013",05/05/2020 18:17,
7216,NCT00915005,2020-05-07,Statistical Analysis Plan,"February 19, 2013",05/05/2020 18:18,
7217,NCT00926237,2020-11-17,Study Protocol and Statistical Analysis Plan,"March 11, 2017",10/01/2020 14:52,
7218,NCT00932828,2018-04-20,Study Protocol,"April 8, 2013",04/19/2018 11:22,
7219,NCT00932828,2018-04-20,Statistical Analysis Plan,"April 8, 2013",04/19/2018 11:23,
7220,NCT00943319,2018-01-30,Study Protocol and Statistical Analysis Plan,"February 20, 2013",01/30/2018 14:03,
7221,NCT00950846,2020-03-03,Informed Consent Form,"September 5, 2018",02/17/2020 10:40,
7222,NCT01076543,2019-09-24,Study Protocol and Statistical Analysis Plan,"June 8, 2016",10/22/2018 15:05,
7223,NCT01114555,2019-10-24,Study Protocol and Statistical Analysis Plan,"April 4, 2014",09/17/2019 11:42,
7224,NCT01183429,2019-07-24,Study Protocol and Statistical Analysis Plan,"February 24, 2015",07/22/2019 16:11,
7225,NCT01183897,2019-07-24,Study Protocol and Statistical Analysis Plan,"July 31, 2014",07/22/2019 16:27,
7226,NCT01190930,2020-06-05,Study Protocol and Statistical Analysis Plan,"October 26, 2017",02/27/2020 14:28,
7227,NCT01234649,2019-03-14,Study Protocol and Statistical Analysis Plan,"September 19, 2017",03/14/2019 15:10,
7228,NCT01234649,2019-03-14,Informed Consent Form,"September 21, 2017",03/14/2019 15:11,
7229,NCT01239368,2018-09-18,Study Protocol and Statistical Analysis Plan,"November 6, 2017",05/22/2018 09:19,
7230,NCT01239368,2018-09-18,Informed Consent Form,"February 16, 2017",06/19/2018 07:54,
7231,NCT01246063,2019-04-04,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","December 4, 2015",12/17/2018 08:05,
7232,NCT01252667,2020-04-03,Study Protocol and Statistical Analysis Plan,"September 3, 2017",01/08/2020 12:24,
7233,NCT01263704,2018-04-18,Study Protocol and Statistical Analysis Plan,"May 7, 2014",03/19/2018 06:09,
7234,NCT01263938,2019-03-27,Study Protocol and Statistical Analysis Plan,"October 5, 2011",03/26/2019 14:25,
7235,NCT01267955,2019-10-21,Study Protocol and Statistical Analysis Plan,"May 17, 2017",04/10/2019 13:36,
7236,NCT01306656,2019-03-21,Study Protocol and Statistical Analysis Plan,"December 2, 2015",08/01/2018 16:52,
7237,NCT01323517,2018-04-12,Study Protocol and Statistical Analysis Plan,"September 16, 2015",03/12/2018 15:43,
7238,NCT01344356,2020-03-28,Study Protocol,"February 4, 2013",02/18/2020 13:02,No Statistical Analysis Plan (SAP) exists for this study.
7239,NCT01377389,2019-09-16,Study Protocol and Statistical Analysis Plan,"February 15, 2013",04/03/2019 10:42,
7240,NCT01444742,2018-05-01,Study Protocol and Statistical Analysis Plan,"November 15, 2013",04/25/2018 17:45,
7241,NCT01454596,2019-08-16,Study Protocol and Statistical Analysis Plan,"June 28, 2018",06/05/2019 12:50,
7242,NCT01454596,2019-08-16,Informed Consent Form,"July 10, 2018",06/06/2019 11:47,
7243,NCT01463306,2020-01-31,Study Protocol,"May 7, 2014",01/31/2020 14:39,
7244,NCT01463306,2020-01-31,Statistical Analysis Plan,"September 3, 2019",01/31/2020 14:39,
7245,NCT01497496,2020-10-09,Study Protocol and Statistical Analysis Plan,"February 2, 2017",09/17/2020 10:06,
7246,NCT01522404,2018-12-04,Study Protocol and Statistical Analysis Plan,"July 27, 2015",10/30/2018 20:40,
7247,NCT01526928,2019-12-17,Statistical Analysis Plan,"June 12, 2015",06/10/2019 13:48,
7248,NCT01526928,2019-12-17,Study Protocol,"August 3, 2016",06/11/2019 13:32,
7249,NCT01536535,2019-08-06,Study Protocol and Statistical Analysis Plan,"February 2, 2015",02/15/2019 17:36,
7250,NCT01569295,2020-03-02,Study Protocol,"September 21, 2017",02/19/2020 11:39,
7251,NCT01569295,2020-03-02,Statistical Analysis Plan,"September 6, 2019",02/19/2020 11:42,
7252,NCT01632241,2020-01-22,Study Protocol,"February 9, 2017",04/01/2019 02:31,
7253,NCT01632241,2020-01-22,Statistical Analysis Plan,"February 14, 2019",01/21/2020 09:30,
7254,NCT01655719,2017-09-27,Study Protocol and Statistical Analysis Plan,"May 13, 2015",08/21/2017 10:05,
7255,NCT01656733,2019-09-27,Study Protocol and Statistical Analysis Plan,"January 18, 2016",01/15/2019 10:52,
7256,NCT01671488,2017-07-26,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","March 28, 2016",07/26/2017 07:33,
7257,NCT01672736,2018-09-12,Study Protocol and Statistical Analysis Plan,"March 1, 2014",03/15/2018 10:37,
7258,NCT01673373,2019-07-19,Study Protocol,"July 15, 2013",06/27/2019 13:33,
7259,NCT01673373,2019-07-19,Statistical Analysis Plan,"February 12, 2018",06/27/2019 13:34,
7260,NCT01680887,2019-07-18,Study Protocol and Statistical Analysis Plan,"January 28, 2019",07/18/2019 07:49,
7261,NCT01688466,2019-06-04,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form: Protocol and Consent and SAP","May 17, 2017",12/21/2017 06:37,
7262,NCT01688466,2019-06-04,Study Protocol and Statistical Analysis Plan: Updated Protocol and SAP,"September 14, 2018",05/14/2019 10:15,
7263,NCT01688466,2019-06-04,Informed Consent Form: Updated Standard Consent,"October 25, 2018",05/14/2019 10:16,
7264,NCT01736852,2020-10-19,Study Protocol and Statistical Analysis Plan,"April 27, 2018",03/12/2020 10:35,
